               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 306,            0.034196,            0.082077,            0.006981,             0.91714,             0.53689,              0.6015,             0.40796,             0.03826,            0.080154,           0.0079273,           0.0024513,           0.0024513,           0.0024513
                 307,            0.033836,            0.088839,           0.0070875,             0.90046,             0.53397,             0.60044,             0.40533,            0.039012,            0.081123,           0.0079084,           0.0024265,           0.0024265,           0.0024265
                 308,            0.032472,            0.080818,           0.0070179,             0.89843,             0.52688,             0.60583,             0.40506,             0.03867,            0.081238,           0.0079485,           0.0024018,           0.0024018,           0.0024018
                 309,             0.03396,            0.086534,           0.0066785,             0.88977,             0.51887,              0.6077,             0.41187,            0.039205,            0.081596,           0.0079399,            0.002377,            0.002377,            0.002377
                 310,            0.033404,            0.089009,           0.0071055,             0.89926,             0.53492,             0.60695,              0.4119,            0.038094,            0.080894,           0.0078993,           0.0023523,           0.0023523,           0.0023523
                 311,            0.032138,            0.082276,           0.0072784,             0.91485,             0.53136,              0.6007,             0.40924,            0.038758,            0.082085,            0.008083,           0.0023275,           0.0023275,           0.0023275
                 312,            0.032312,            0.083853,           0.0068271,             0.89928,             0.53177,             0.60123,             0.40488,            0.038563,            0.081673,           0.0082306,           0.0023028,           0.0023028,           0.0023028
                 313,            0.032777,             0.08018,           0.0072393,             0.91286,             0.52639,             0.60456,             0.40533,            0.038666,            0.081673,           0.0081688,            0.002278,            0.002278,            0.002278
                 314,            0.033942,            0.087882,           0.0074349,             0.89539,             0.53177,             0.60355,             0.40365,            0.038105,            0.081108,           0.0080521,           0.0022533,           0.0022533,           0.0022533
                 315,            0.033367,            0.083108,           0.0070554,             0.90747,             0.52246,             0.60427,             0.41189,            0.039119,            0.081825,            0.008012,           0.0022285,           0.0022285,           0.0022285
                 316,            0.032886,            0.084943,           0.0069041,             0.91308,             0.52102,             0.60245,             0.41418,            0.037932,            0.080635,           0.0079931,           0.0022038,           0.0022038,           0.0022038
                 317,            0.032904,            0.084001,           0.0075247,             0.89986,             0.53163,             0.59798,             0.40845,            0.038916,            0.082428,            0.007929,            0.002179,            0.002179,            0.002179
                 318,            0.033475,            0.082439,           0.0069146,             0.89862,             0.53287,             0.59918,             0.41699,            0.037928,            0.081444,           0.0079004,           0.0021543,           0.0021543,           0.0021543
                 319,            0.034091,            0.078994,           0.0069636,             0.87965,              0.5318,             0.60101,             0.41246,            0.039134,             0.08078,           0.0078873,           0.0021295,           0.0021295,           0.0021295
                 320,            0.033032,            0.086813,           0.0070205,             0.88373,             0.53177,             0.60059,             0.40715,             0.03824,            0.080429,           0.0078793,           0.0021048,           0.0021048,           0.0021048
                 321,             0.03236,            0.080961,           0.0070034,             0.88569,             0.52465,             0.60303,             0.40843,            0.038545,            0.081192,           0.0079908,             0.00208,             0.00208,             0.00208
                 322,            0.033365,            0.078874,            0.007499,             0.89197,             0.52522,             0.60426,             0.40738,            0.038057,            0.081345,           0.0079193,           0.0020553,           0.0020553,           0.0020553
                 323,            0.032341,            0.085561,             0.00697,             0.88908,             0.54429,             0.60627,             0.40765,            0.038338,            0.082184,           0.0078312,           0.0020305,           0.0020305,           0.0020305
                 324,            0.032071,             0.07943,           0.0074722,             0.88855,             0.54038,             0.60462,             0.40896,            0.038133,            0.081635,           0.0079176,           0.0020058,           0.0020058,           0.0020058
                 325,            0.033006,            0.083315,           0.0073004,             0.88476,             0.52859,             0.59942,             0.40816,            0.037881,            0.082191,           0.0079439,            0.001981,            0.001981,            0.001981
                 326,            0.032704,            0.082479,           0.0071465,             0.87917,             0.52102,             0.59443,             0.40496,            0.037812,            0.082191,            0.007889,           0.0019563,           0.0019563,           0.0019563
                 327,            0.032317,            0.086909,           0.0073562,             0.88024,             0.52974,              0.6002,             0.41107,            0.037898,            0.081604,           0.0077969,           0.0019315,           0.0019315,           0.0019315
                 328,            0.033656,            0.087215,           0.0076922,             0.87964,             0.53571,             0.60368,             0.40647,             0.03804,            0.081032,           0.0078072,           0.0019068,           0.0019068,           0.0019068
                 329,            0.031948,             0.07733,           0.0073429,             0.87451,             0.53569,              0.6034,             0.40931,            0.038305,             0.08168,           0.0077408,            0.001882,            0.001882,            0.001882
                 330,            0.031765,            0.090343,           0.0072522,             0.88748,             0.53534,             0.60457,             0.40599,            0.037694,            0.081116,           0.0077499,           0.0018572,           0.0018572,           0.0018572
                 331,            0.032565,            0.086635,           0.0073909,             0.88263,             0.53177,             0.60876,             0.40982,            0.037964,             0.08062,           0.0077528,           0.0018325,           0.0018325,           0.0018325
                 332,            0.033011,            0.086934,           0.0071173,             0.90106,             0.51037,             0.60607,             0.40351,            0.037656,            0.080841,           0.0077465,           0.0018077,           0.0018077,           0.0018077
                 333,            0.033089,            0.083956,           0.0069859,             0.91407,             0.52317,             0.60896,             0.40926,            0.038175,            0.081009,           0.0077597,            0.001783,            0.001783,            0.001783
                 334,            0.032721,             0.08538,           0.0062454,             0.90983,             0.53177,             0.60406,             0.40176,            0.037984,            0.080856,           0.0077682,           0.0017582,           0.0017582,           0.0017582
                 335,            0.030874,            0.077207,           0.0064233,             0.89502,             0.52639,             0.60255,             0.39765,            0.038205,             0.08139,           0.0076075,           0.0017335,           0.0017335,           0.0017335
                 336,            0.032006,            0.077539,           0.0069876,             0.89132,             0.53397,             0.60643,             0.40703,            0.037936,            0.081543,           0.0075354,           0.0017087,           0.0017087,           0.0017087
                 337,            0.031951,            0.079028,           0.0074157,             0.89201,             0.53397,             0.60029,             0.40569,            0.038286,            0.081543,           0.0074839,            0.001684,            0.001684,            0.001684
                 338,            0.031863,            0.076974,           0.0064595,             0.89937,             0.52639,             0.60069,             0.40933,            0.037977,            0.081802,           0.0075211,           0.0016592,           0.0016592,           0.0016592
                 339,            0.032969,            0.080185,           0.0071081,             0.89081,             0.53397,             0.60106,             0.40938,            0.038075,            0.080276,           0.0075943,           0.0016345,           0.0016345,           0.0016345
                 340,            0.032743,            0.078379,           0.0068788,             0.89453,             0.53935,             0.60357,             0.41407,            0.037686,            0.078644,           0.0076303,           0.0016097,           0.0016097,           0.0016097
                 341,            0.032551,             0.07987,           0.0072477,             0.89791,             0.52862,             0.60468,             0.41124,            0.037985,            0.077454,           0.0076252,            0.001585,            0.001585,            0.001585
                 342,            0.031684,            0.084856,           0.0071414,             0.89469,             0.53307,              0.6061,             0.40491,            0.037982,             0.07859,           0.0076057,           0.0015602,           0.0015602,           0.0015602
                 343,            0.033323,             0.08556,           0.0068746,             0.90388,             0.52042,             0.60602,             0.40273,            0.038378,            0.079536,           0.0076149,           0.0015355,           0.0015355,           0.0015355
                 344,            0.031936,             0.07809,           0.0067676,             0.90346,             0.52551,             0.60416,             0.40371,            0.037985,            0.078644,           0.0075766,           0.0015107,           0.0015107,           0.0015107
                 345,            0.030924,             0.07893,           0.0070012,             0.91345,             0.52419,             0.60938,             0.40846,            0.037941,            0.078758,            0.007485,            0.001486,            0.001486,            0.001486
                 346,            0.031487,             0.08479,           0.0069556,             0.91534,             0.51874,             0.60714,             0.41043,            0.037821,            0.078896,           0.0074593,           0.0014612,           0.0014612,           0.0014612
                 347,            0.032025,            0.080626,           0.0069578,             0.90342,             0.50904,             0.60318,              0.4117,            0.037954,            0.079193,           0.0074541,           0.0014365,           0.0014365,           0.0014365
                 348,            0.031438,            0.082842,           0.0069092,             0.91075,             0.52063,             0.60249,             0.41684,            0.037641,            0.078316,           0.0074621,           0.0014117,           0.0014117,           0.0014117
                 349,            0.031162,            0.075204,           0.0073041,             0.90059,             0.51923,             0.60149,             0.41248,             0.03767,            0.078186,           0.0074707,            0.001387,            0.001387,            0.001387
                 350,            0.031935,            0.080076,            0.006836,             0.90935,             0.52733,             0.61025,             0.41116,            0.037676,            0.078384,           0.0075045,           0.0013622,           0.0013622,           0.0013622
                 351,            0.032788,            0.086675,           0.0070247,             0.89574,             0.52788,             0.60462,              0.4098,            0.037717,            0.078812,            0.007473,           0.0013375,           0.0013375,           0.0013375
                 352,            0.032849,            0.084205,           0.0074933,             0.89714,             0.51763,             0.60554,             0.40973,            0.037572,            0.078957,           0.0074226,           0.0013128,           0.0013128,           0.0013128
                 353,            0.032715,            0.077953,           0.0068917,             0.88442,             0.53935,             0.60728,             0.40676,            0.037724,            0.078995,           0.0074163,            0.001288,            0.001288,            0.001288
                 354,            0.032219,            0.088158,           0.0065858,              0.8841,             0.53935,             0.60836,             0.40778,            0.037401,              0.0783,           0.0074415,           0.0012633,           0.0012633,           0.0012633
                 355,             0.03235,            0.087626,           0.0071213,             0.90214,             0.54472,              0.6154,             0.41268,            0.037381,            0.077843,           0.0074701,           0.0012385,           0.0012385,           0.0012385
                 356,             0.03176,            0.077334,           0.0065388,             0.90936,             0.54472,             0.61483,             0.41708,            0.037197,            0.077248,           0.0075005,           0.0012138,           0.0012138,           0.0012138
                 357,              0.0305,             0.07931,           0.0066251,             0.90678,             0.54094,              0.6103,             0.41448,            0.037415,            0.077866,           0.0075039,            0.001189,            0.001189,            0.001189
                 358,            0.030853,            0.076508,           0.0070481,             0.89575,             0.54122,              0.6103,             0.41113,            0.037352,            0.078621,           0.0075005,           0.0011643,           0.0011643,           0.0011643
                 359,            0.031851,            0.082868,           0.0070001,             0.91524,             0.53607,             0.60822,             0.41376,            0.037408,            0.079124,           0.0075623,           0.0011395,           0.0011395,           0.0011395
                 360,            0.031092,            0.079592,           0.0064875,             0.90985,               0.532,             0.61094,             0.40851,            0.037345,            0.078842,            0.007576,           0.0011148,           0.0011148,           0.0011148
                 361,             0.02973,            0.070504,            0.006173,             0.90351,             0.53141,              0.6083,              0.4062,            0.037494,            0.079887,            0.007612,             0.00109,             0.00109,             0.00109
                 362,            0.029459,            0.073992,           0.0066641,             0.91278,             0.53637,             0.61139,             0.39957,            0.037536,            0.080048,           0.0076263,           0.0010653,           0.0010653,           0.0010653
                 363,            0.030507,            0.073703,             0.00619,             0.90998,             0.53177,             0.60919,             0.40534,            0.037457,            0.080498,           0.0076761,           0.0010405,           0.0010405,           0.0010405
                 364,            0.032217,            0.081544,           0.0063382,             0.90257,             0.53177,             0.61189,             0.40863,            0.037458,            0.080315,           0.0076693,           0.0010158,           0.0010158,           0.0010158
                 365,            0.030131,            0.076617,           0.0062843,             0.91694,             0.53177,             0.61154,             0.40813,            0.037466,            0.080444,           0.0076687,            0.000991,            0.000991,            0.000991
                 366,            0.032482,            0.083353,           0.0066444,             0.90183,             0.53177,             0.61217,             0.40875,            0.037481,            0.080421,            0.007679,          0.00096625,          0.00096625,          0.00096625
                 367,            0.031087,            0.077096,            0.006621,             0.91504,             0.52419,             0.61117,             0.41372,            0.037313,            0.079697,           0.0076572,           0.0009415,           0.0009415,           0.0009415
                 368,            0.031654,             0.08081,           0.0070372,             0.92463,             0.52419,             0.61097,             0.41536,            0.037261,            0.079575,           0.0076372,          0.00091675,          0.00091675,          0.00091675
                 369,            0.030876,            0.079203,           0.0062679,             0.92373,             0.52419,             0.61081,             0.41377,             0.03728,            0.079498,           0.0075771,            0.000892,            0.000892,            0.000892
                 370,            0.030806,            0.078036,            0.006686,             0.90763,             0.53177,             0.60793,             0.41049,            0.037392,            0.079376,           0.0075651,          0.00086725,          0.00086725,          0.00086725
                 371,            0.031228,            0.081975,           0.0069118,             0.90963,             0.53177,             0.60882,             0.41441,            0.037423,            0.079605,           0.0075119,           0.0008425,           0.0008425,           0.0008425
                 372,            0.030431,            0.076796,           0.0063542,              0.9085,             0.53177,                0.61,             0.41406,            0.037409,            0.079819,           0.0075211,          0.00081775,          0.00081775,          0.00081775
                 373,            0.031905,            0.085127,           0.0068793,             0.90942,             0.52571,              0.6082,             0.41731,            0.037425,            0.079887,           0.0075096,            0.000793,            0.000793,            0.000793
                 374,            0.030112,            0.073196,           0.0067745,             0.91129,             0.52391,             0.60775,             0.41494,            0.037372,            0.079857,           0.0075045,          0.00076825,          0.00076825,          0.00076825
                 375,            0.030902,            0.079549,           0.0064404,             0.92315,             0.51913,             0.60319,             0.41497,            0.037395,             0.07988,           0.0074661,           0.0007435,           0.0007435,           0.0007435
                 376,            0.030178,            0.078416,           0.0061663,             0.92318,             0.52032,             0.60564,             0.41403,            0.037385,            0.079773,           0.0074484,          0.00071875,          0.00071875,          0.00071875
                 377,            0.030161,            0.074604,           0.0064351,             0.92299,             0.52509,             0.60698,             0.41279,            0.037453,            0.080315,            0.007443,            0.000694,            0.000694,            0.000694
                 378,            0.032527,            0.087643,           0.0066574,             0.91401,             0.52963,             0.60434,             0.41545,             0.03749,            0.080399,           0.0074381,          0.00066925,          0.00066925,          0.00066925
                 379,            0.032301,            0.077671,           0.0067851,             0.91448,             0.52828,             0.60397,             0.41494,            0.037536,            0.080765,           0.0074538,           0.0006445,           0.0006445,           0.0006445
                 380,            0.031797,            0.076671,           0.0062967,             0.89959,             0.52859,             0.59915,             0.41169,            0.037488,            0.080551,           0.0074535,          0.00061975,          0.00061975,          0.00061975
                 381,            0.030612,            0.084059,           0.0062552,             0.89804,             0.53177,             0.60415,             0.41272,            0.037505,             0.08033,           0.0074484,            0.000595,            0.000595,            0.000595
                 382,            0.031305,            0.076504,           0.0071138,             0.91213,             0.52639,             0.60706,             0.41333,            0.037568,            0.080429,           0.0074392,          0.00057025,          0.00057025,          0.00057025
                 383,            0.030686,             0.07872,           0.0062509,             0.91611,             0.53139,             0.60682,             0.41496,            0.037603,            0.080841,           0.0074261,           0.0005455,           0.0005455,           0.0005455
                 384,            0.030455,            0.083674,           0.0067067,             0.91539,             0.53177,             0.60679,             0.41455,            0.037674,            0.080986,           0.0074203,          0.00052075,          0.00052075,          0.00052075
                 385,            0.031549,            0.085532,           0.0067053,             0.91188,             0.53177,             0.60859,             0.41433,            0.037732,            0.081039,           0.0074284,            0.000496,            0.000496,            0.000496
                 386,            0.030799,             0.08203,           0.0065052,             0.91325,             0.53177,             0.60827,             0.41506,             0.03771,            0.081001,           0.0074472,          0.00047125,          0.00047125,          0.00047125
                 387,            0.031118,            0.080206,           0.0066365,             0.91459,             0.53177,             0.60857,             0.41011,            0.037696,            0.080818,           0.0074587,           0.0004465,           0.0004465,           0.0004465
                 388,            0.031771,             0.08012,           0.0071727,             0.91752,              0.5266,             0.60766,             0.41072,            0.037641,            0.080521,           0.0074467,          0.00042175,          0.00042175,          0.00042175
                 389,            0.032197,            0.082623,           0.0063771,              0.9198,             0.52639,             0.61008,             0.41573,            0.037484,            0.080116,           0.0074306,            0.000397,            0.000397,            0.000397
                 390,            0.029686,            0.085043,           0.0062247,             0.92175,             0.52639,             0.61048,             0.41368,            0.037462,             0.08004,           0.0074155,          0.00037225,          0.00037225,          0.00037225
                 391,            0.030929,            0.079833,            0.006484,              0.9316,             0.52639,             0.61106,             0.41666,            0.037394,            0.079941,           0.0074063,           0.0003475,           0.0003475,           0.0003475
                 392,            0.030007,            0.077984,           0.0065414,              0.9242,             0.53397,             0.61169,             0.41644,            0.037324,            0.079849,            0.007404,          0.00032275,          0.00032275,          0.00032275
                 393,            0.030024,            0.073373,           0.0067194,             0.92923,             0.53102,             0.61229,              0.4144,            0.037299,            0.079651,           0.0073915,            0.000298,            0.000298,            0.000298
                 394,            0.030023,             0.07682,            0.006123,             0.93035,             0.53201,             0.61317,             0.41502,            0.037297,            0.079651,           0.0073883,          0.00027325,          0.00027325,          0.00027325
                 395,            0.030351,            0.075741,           0.0066184,             0.93066,             0.52978,             0.61262,              0.4113,            0.037363,            0.079544,           0.0073957,           0.0002485,           0.0002485,           0.0002485
                 396,            0.030773,            0.079573,           0.0065366,             0.93121,             0.52904,             0.61276,             0.41169,            0.037378,            0.079529,           0.0074029,          0.00022375,          0.00022375,          0.00022375
                 397,            0.031463,            0.084716,              0.0069,             0.93326,             0.53009,             0.61347,             0.40859,            0.037423,            0.079529,           0.0074018,            0.000199,            0.000199,            0.000199
                 398,            0.030889,            0.077715,           0.0062845,             0.93181,             0.53075,             0.61246,             0.40927,            0.037431,            0.079666,           0.0074006,          0.00017425,          0.00017425,          0.00017425
                 399,            0.030761,            0.080254,           0.0067118,              0.9314,             0.52996,             0.61212,              0.4097,            0.037436,             0.07991,           0.0074012,           0.0001495,           0.0001495,           0.0001495
